dates,campaign_name,creative_name,total_spent,impressions,clicks,click_through_rate,leads,platform,adset_name
2023-12-09,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,101.25,287,1,0.34843206,0.0,facebook,related to study in us [ 23rd nov ]
2024-03-16,USP_MS + Coop Campaign_240224,USP_shreya_VideoAd7,1702.12,3797,74,1.94890703,14.0,facebook,ms + coop all india ad set - 240224
2023-12-09,xCBO - USP Masterclass Cold [ 7th Dec ] - Higher Intent - No Logic -  new link India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,0.04,1,0,0.0,0.0,facebook,related to study in us [ 7th dec ]
2023-12-16,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The US,34.03,74,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,7.69,45,1,2.22222222,0.0,facebook,related to study in us [ 31st oct ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#9 ( Graphic ) - Study In The US,52.85,177,2,1.1299435,1.0,facebook,entrance exam [ 31st oct ]
2024-03-18,USP_Marketing+MBA_New Leads Campaign_240224,USP_Generic-MBA_3,1400.97,10561,26,0.24618881,1.0,facebook,marketing+mba ka&tn - 240224
2023-12-18,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,0.47,1,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2023-12-17,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#7 ( Graphic ) - Get a free pass,0.28,2,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2023-12-17,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,0.09,2,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2023-12-17,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,202.43,612,12,1.96078431,2.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-03-17,USP_Video_APTLTSKA_Lead-Gen_Custom-intent_050324,RG Video,2415.93,10454,478,0.0457,10.86,google,custom-intent_targeting
2024-01-16,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study In The USA,1.02,11,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2024-03-12,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,4520.49,7309,52,0.71145163,4.0,facebook,all india generic leads ad set_240224
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,#7 ( Graphic ) - Get A Free Pass,0.09,7,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2024-02-25,USP_Search_APTNTSKA_250124, --,10374.09,2172,63,0.029,4.0,google,gmat/gre
2024-01-17,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#9 ( Graphic ) - Study In The US,1.16,6,1,16.66666667,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#7 ( Graphic ) - Get A Free Pass,116.56,637,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2024-01-04,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd4,2.36,5,0,0.0,0.0,facebook,related to study in us
2023-12-16,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,294.31,1257,3,0.23866348,0.0,facebook,entrance exam [ 31st oct ]
2024-02-09,USP_2_Lead-gen-1_220124,#8 ( Graphic ) - Study In The USA,2.34,30,0,0.0,0.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-02-17,USP_Program_Lead-gen_3_Co-op_140223,USP_Drexel_2_EM,0.94,5,0,0.0,0.0,facebook,india_ex-aptntska_combined_targeting
2023-11-28,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#2 ( Graphic ) - State University Of New York,2990.51,4575,76,1.66120219,7.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2023-11-28,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#1 ( Graphic ) - Want To Build Your Career In The US?,0.0,5,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2023-11-28,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#2 ( Graphic ) - State University Of New York,0.1,4,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2023-11-28,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#1 ( Graphic ) - Want To Build Your Career In The US?,0.05,46,1,2.17391304,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2023-11-28,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,6.53,72,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-11-28,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#10 ( Graphic ) - Get Into Top US Universitie,4.56,18,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2023-11-28,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,22.94,33,2,6.06060606,1.0,facebook,focusing on university [ 23rd nov ]
2024-04-05,USP_2_Lead-gen-1_220124,USP_S4_Do-you-have,197.77,53,0,0.0,0.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2023-12-19,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#7 ( Graphic ) - Get A Free Pass,0.03,2,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2023-11-24,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#7 ( Graphic ) - Get A Free Pass,32.96,142,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2023-12-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,319.16,1697,12,0.70713023,1.0,facebook,related to study in us [ 31st oct ]
2023-11-24,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,718.02,2050,23,1.12195122,3.0,facebook,focusing on university [ 4th nov ]
2023-12-16,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study in The USA,25.15,91,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2023-11-28,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#1 ( Graphic ) - Want To Build Your Career In The US?,19.94,30,1,3.33333333,0.0,facebook,entrance exam [ 23rd nov ]
2024-04-08,USP_2_Lead-gen-1_220124,#6 ( Graphic ) - Master's Degree In 12 Months,844.39,2707,15,0.55411895,4.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2023-11-28,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#2 ( Graphic ) - State University Of New York,638.61,2087,12,0.57498802,0.0,facebook,entrance exam [ 23rd nov ]
2023-11-28,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#3 ( Graphic ) - Worried About GMAT Score?,0.02,3,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-28,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#8 ( Graphic ) - Study In The USA,2.43,7,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2023-11-28,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#7 ( Graphic ) - Get A Free Pass,11.79,70,1,1.42857143,0.0,facebook,related to study in us [ 31st oct ]
2023-11-28,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#3 ( Graphic ) - Worried About GMAT Score?,0.0,1,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2023-11-28,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#9 ( Graphic ) - Study In The US,4.65,6,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-11-28,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,7.61,12,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2023-11-28,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#9 ( Graphic ) - Study In The US,3.32,1,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2023-11-27,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#7 ( Graphic ) - Get A Free Pass,9.2,46,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2023-11-27,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#9 ( Graphic ) - Study In The US,5.01,19,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2023-11-24,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#7 ( Graphic ) - Get A Free Pass,48.11,122,4,3.27868852,1.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,41.95,84,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2024-03-28,USP Study Abroad_Generic_240224,USP_shreya_VideoAd7,285.73,51,2,3.92156863,0.0,facebook,all india counselling look-a-like_290224
2024-04-07,USP Study Abroad_Generic_240224,USP_S13_Akron,0.81,31,0,0.0,0.0,facebook,all india generic leads ad set_240224
2023-11-27,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The US,0.58,4,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-03-22,USP_Video_APTLTSKA_Lead-Gen_Custom-intent_050324,Kavita and Steffi,2190.08,8321,168,0.0202,14.0,google,custom-intent_targeting
2023-11-27,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#8 ( Graphic ) - Study In The USA,0.23,4,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2024-03-20,USP Study Abroad_Generic_240224,USP_S1_We-guarantee,127.31,589,3,0.50933786,0.0,facebook,all india generic leads ad set_240224
2024-03-28,USP Study Abroad_Generic_240224,USP_shreya&steffi_VideoAd8,52.77,35,4,11.42857143,1.0,facebook,all india counselling look-a-like_290224
2024-03-28,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,5729.34,71883,274,0.38117496,13.0,facebook,all india generic leads ad set_240224
2023-11-25,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,30.84,45,1,2.22222222,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2023-11-27,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#9 ( Graphic ) - Study In The US,16.05,23,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2023-11-27,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#7 ( Graphic ) - Get A Free Pass,89.91,225,1,0.44444444,0.0,facebook,focusing on university [ 23rd nov ]
2023-11-27,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,811.82,3370,12,0.35608309,1.0,facebook,focusing on university [ 4th nov ]
2023-11-27,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The USA,0.98,3,1,33.33333333,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-04-08,USP_2_Lead-gen-1_220124,#7 ( Graphic ) - Get A Free Pass,3.97,3,0,0.0,0.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-04-11,USP_Webinar_070324,USP_RG_webinar_V2,308.19,1847,34,1.84082296,0.0,facebook,all india look-a-like of form fillers 180324
2023-11-27,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#7 ( Graphic ) - Get A Free Pass,1.2,4,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-26,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#7 ( Graphic ) - Get A Free Pass,11.45,114,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-11-26,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#8 ( Graphic ) - Study In The USA,3.82,4,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-03-21,USP Study Abroad_Generic_240224,USP_Webinar_MSunder12Months - Copy,0.07,1,0,0.0,0.0,facebook,ap&ts generic leads ad set_240224
2024-04-11,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new,620.59,2548,16,0.62794349,6.0,facebook,ms + coop ka&tn ad set - 240224
2024-03-14,USP_Search_APTNTSKA_250124, --,13980.67,1752,80,0.0457,1.0,google,gmat/gre
2023-11-26,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,967.07,3306,79,2.38959468,2.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-26,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#1 ( Graphic ) - Want To Build Your Career In The US?,0.12,8,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-11-24,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#8 ( Graphic ) - Study In The USA,53.39,92,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-11-26,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,2.03,12,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#10 ( Graphic ) - Get Into Top US Universitie,29.17,25,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#9 ( Graphic ) - Study In The US,83.43,97,5,5.15463918,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-26,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#7 ( Graphic ) - Get A Free Pass,17.79,35,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2023-11-25,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#7 ( Graphic ) - Get A Free Pass,12.3,51,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2023-11-25,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,808.91,3287,36,1.09522361,5.0,facebook,focusing on university [ 23rd nov ]
2023-11-25,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,29.28,41,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2024-04-08,USP_Webinar_070324,USP_RG_webinar_V2,489.16,2940,37,1.2585034,0.0,facebook,all india look-a-like of form fillers 180324
2023-11-25,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#2 ( Graphic ) - State University Of New York,516.93,574,27,4.70383275,4.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-03-23,USP_Marketing+MBA_New Leads Campaign_240224,USP_RG_VideoAd5,673.57,2287,14,0.61215566,1.0,facebook,marketing+mba ap&ts - 240224
2024-03-23,USP Study Abroad_Generic_240224,USP_Webinar_Saturdayfuture - Copy,35.26,39,0,0.0,0.0,facebook,ka&tn generic leads ad set_240224
2023-11-25,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,19.97,69,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-04-13,USP Study Abroad_Generic_240224,USP_S3_never-been-easier,0.03,4,0,0.0,0.0,facebook,all india generic leads ad set_240224
2023-11-25,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#9 ( Graphic ) - Study In The US,3.21,12,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-04-08,USP_2_Lead-gen-1_220124,#8 ( Graphic ) - Study In The USA,4398.24,6164,77,1.24918884,20.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-04-08,USP_Webinar_070324,USP_Shreya_webinar_V1,76.83,237,13,5.48523207,0.0,facebook,all india study abroad interest 070324
2023-11-24,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#9 ( Graphic ) - Study In The US Â– Copy,25.09,37,5,13.51351351,1.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-24,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#7 ( Graphic ) - Get A Free Pass,30.9,62,1,1.61290323,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-24,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,23.04,32,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-24,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#10 ( Graphic ) - Get Into Top US Universitie,3.36,7,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2023-11-24,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,4.23,16,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,394.38,496,12,2.41935484,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-24,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,1531.55,3637,172,4.72917239,26.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-23,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,1024.47,1839,41,2.22947254,6.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-23,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#1 ( Graphic ) - Want To Build Your Career In The US?,58.68,116,1,0.86206897,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-23,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#2 ( Graphic ) - State University Of New York,114.9,305,1,0.32786885,0.0,facebook,focusing on university [ 4th nov ]
2023-11-25,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#9 ( Graphic ) - Study In The US,20.33,61,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2023-11-22,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#3 ( Graphic ) - Worried About GMAT Score?,0.02,3,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2023-11-26,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#10 ( Graphic ) - Get Into Top US Universitie,0.06,2,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2023-11-18,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#3 ( Graphic ) - Worried About GMAT Score?,11.4,6,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-03-22,USP_Video_APTLTSKA_Lead-Gen_Websites_050324,Steffi and Shreya,71.84,280,2,0.0071,0.0,google,yt_channels_url_targeting
2023-11-17,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,355.85,974,7,0.71868583,2.0,facebook,focusing on university [ 4th nov ]
2023-11-17,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#3 ( Graphic ) - Worried About GMAT Score?,3.72,12,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2023-12-19,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,45.44,56,2,3.57142857,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2023-11-16,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,112.82,430,2,0.46511628,0.0,facebook,entrance exam [ 31st oct ]
2024-02-06,USP_Program_Higher Intent_No Logic_South-states_220124,USP_Influencer_videoAd4,22.78,97,0,0.0,0.0,facebook,focusing on university_south-states
2023-11-24,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#9 ( Graphic ) - Study In The USA,19.12,42,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-04-08,USP_Webinar_070324,USP_Shreya_webinar_V1,173.58,192,7,3.64583333,0.0,facebook,all india look-a-like of form fillers 180324
2024-04-08,USP_Webinar_070324,USP_RG_webinar_V4_Namita,4220.61,28244,100,0.3540575,6.0,facebook,all india study abroad interest 070324
2023-12-16,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,1222.36,10731,44,0.41002702,5.0,facebook,related to study in us [ 31st oct ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,0.85,17,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2023-12-16,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#10 ( Graphic ) - Get Into Top US Universitie,1.58,4,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2023-12-16,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,458.29,1174,17,1.44804089,5.0,facebook,related to study in us [ 23rd nov ]
2023-12-16,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,3.97,17,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#10 ( Graphic ) - Get Into Top US Universitie,1.43,40,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2024-03-13,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,423.87,1887,11,0.58293588,0.0,facebook,all india focusing on uni ad set_060324
2023-11-25,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#8 ( Graphic ) - Study In The USA,32.8,73,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2024-03-13,USP Study Abroad_Generic_240224,USP_Webinar_without_GMAT/GRE,3.27,12,0,0.0,0.0,facebook,all india focusing on uni ad set_060324
2024-04-15,USP Study Abroad_Generic_240224,USP_S1_We-guarantee,22.49,94,0,0.0,0.0,facebook,all india focusing on uni ad set_060324
2024-03-13,USP Study Abroad_Generic_240224,USP_S4_Do-you-have,1560.25,803,3,0.373599,1.0,facebook,all india generic leads ad set_240224
2023-12-16,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,4.31,12,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2024-03-18,USP_Marketing+MBA_New Leads Campaign_240224,USP_Generic-MBA_3,982.05,6409,18,0.28085505,1.0,facebook,marketing+mba ap&ts - 240224
2024-03-13,USP_Marketing+MBA_New Leads Campaign_240224,USP_shreya&steffi_VideoAd8,62.25,238,2,0.84033613,0.0,facebook,marketing+mba ka&tn - 240224
2024-04-13,USP_2_Lead-gen-2_Top4-states_050424,5 days left_Static-5,57.9,62,0,0.0,0.0,facebook,usp-2_ap_ts_050424
2024-03-18,USP Study Abroad_Generic_240224,USP_Webinar_without_GMAT/GRE,40.63,38,0,0.0,0.0,facebook,all india generic leads ad set_240224
2023-12-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The USA,8.11,9,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2023-11-24,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#10 ( Graphic ) - Get Into Top US Universitie,0.78,1,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-12-19,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,0.39,1,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2024-03-22,USP_2_Lead-gen-1_220124,#7 ( Graphic ) - Get A Free Pass,31.13,31,0,0.0,0.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-02-21,USP_Search_APTNTSKA_250124, --,6871.99,1677,50,0.0298,3.0,google,gmat/gre
2023-11-24,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,470.22,1980,18,0.90909091,3.0,facebook,entrance exam [ 31st oct ]
2024-03-28,USP Study Abroad_Generic_240224,USP_S4_Do-you-have,5.38,18,0,0.0,0.0,facebook,ap&ts generic leads ad set_240224
2024-03-22,USP Study Abroad_Generic_240224,USP_S5_easy-for-you,3.41,10,0,0.0,0.0,facebook,ap&ts generic leads ad set_240224
2024-04-08,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,230.3,69,1,1.44927536,0.0,facebook,all india focusing on uni ad set_060324
2023-12-10,xCBO - USP Masterclass Cold [ 7th Dec ] - Higher Intent - No Logic -  new link India,#3 ( Graphic ) - Worried About GMAT Score?,0.15,1,0,0.0,0.0,facebook,entrance exam [ 7th dec ]
2023-12-10,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,0.06,2,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-12-10,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#3 ( Graphic ) - Worried About GMAT Score?,4.65,8,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2023-12-10,xCBO - USP Masterclass Cold [ 7th Dec ] - Higher Intent - No Logic -  new link India,#9 ( Graphic ) - Study in The USA,17.58,4,0,0.0,0.0,facebook,related to study in us [ 7th dec ]
2023-12-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#7 ( Graphic ) - Get A Free Pass,18.74,43,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2023-12-16,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#3 ( Graphic ) - Worried About GMAT Score?,0.0,1,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2024-03-16,USP Study Abroad_Generic_240224,USP_S3_never-been-easier,951.84,374,7,1.87165775,3.0,facebook,all india counselling look-a-like_290224
2023-12-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,5.88,9,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2023-12-09,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#9 ( Graphic ) - Study In The US Â– Copy,0.0,1,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
