dates,campaign_name,creative_name,total_spent,impressions,clicks,click_through_rate,leads,platform,adset_name
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#6 ( Graphic ) - Master's Degree In 12 Months,3.26,2,0,0.0,0.0,facebook,related to study in us [ 7th dec ]
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#6 ( Graphic ) - Master's Degree In 12 Months,0.24,2,0,0.0,0.0,facebook,entrance exam [ 7th dec ]
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#8 ( Graphic ) - Study In The USA,2.7,6,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#3 ( Graphic ) - Worried About GMAT Score?,0.29,5,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,#9 ( Graphic ) - Study In The USA,0.08,1,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#10 ( Graphic ) - Get Into Top US Universitie,0.75,2,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-04-28,USP_Search_APTNTSKA_250124, --,4915.27,938,153,0.1631,16.0,google,gmat/gre
2024-01-14,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd4,2.22,3,0,0.0,0.0,facebook,open targeting - advantage+ audience
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,5.01,4,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#6 ( Graphic ) - Master's Degree In 12 Months,1470.3,4568,125,2.73642732,19.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-01-12,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,2.79,3,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The US,6.91,9,1,11.11111111,0.0,facebook,entrance exam [ 23rd nov ]
2024-03-23,USP_Webinar_070324,USP_RG_webinar_V4_Namita,677.48,2064,38,1.84108527,5.0,facebook,all india study abroad interest 070324
2024-03-30,USP_2_Lead-gen-1_220124,USP_S2_Faced-rejection,496.32,79,4,5.06329114,2.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-03-27,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,1876.59,15064,80,0.53106745,6.0,facebook,all india focusing on uni ad set_060324
2024-03-27,USP Study Abroad_Generic_240224,USP_RG_VideoAd5,359.41,1966,4,0.2034588,0.0,facebook,all india focusing on uni ad set_060324
2024-04-15,USP_2_Lead-gen-1_220124,#18 - Master's Degree In 12 Months Â– Rutgers,230.87,93,4,4.30107527,1.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-03-23,USP_Webinar_070324,USP_Shreya_webinar_V1,28.86,129,2,1.5503876,0.0,facebook,all india look-a-like of form fillers 180324
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study In The USA,2.42,9,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-04-20,USP Study Abroad_Generic_240224,USP_S3_never-been-easier,0.18,2,0,0.0,0.0,facebook,all india generic leads ad set_240224
2024-03-16,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,561.34,2463,13,0.52781161,1.0,facebook,ap&ts generic leads ad set_240224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#10 ( Graphic ) - Get Into Top US Universitie,18.87,69,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,476.42,2614,18,0.68859985,3.0,facebook,entrance exam [ 23rd nov ]
2024-04-19,USP Study Abroad_Generic_240224,USP_S10_Rider_13L,1.7,9,0,0.0,0.0,facebook,all india focusing on uni ad set_060324
2024-04-19,USP Study Abroad_Generic_240224,USP_S12_Rutgers2,2.54,4,1,25.0,0.0,facebook,all india focusing on uni ad set_060324
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,470.4,2546,33,1.29615082,5.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,98.88,305,2,0.6557377,0.0,facebook,focusing on university [ 23rd nov ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study In The USA,3.32,5,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-03-31,USP Study Abroad_Generic_240224,USP_S9_Stony_25L,43.05,19,1,5.26315789,0.0,facebook,all india generic leads ad set_240224
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,126.18,287,10,3.48432056,2.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#7 ( Graphic ) - Get A Free Pass,5.03,5,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,25.69,35,2,5.71428571,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#1 ( Graphic ) - Want To Build Your Career In The US?,22.46,49,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#9 ( Graphic ) - Study In The US,114.69,165,4,2.42424242,1.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-04-22,USP_2_Lead-gen-1_220124,#6 ( Graphic ) - Master's Degree In 12 Months,987.22,5357,29,0.54134777,3.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-04-18,USP_2_Lead-gen-2_Top4-states_050424,#7 ( Graphic ) - Get A Free Pass,5.47,28,0,0.0,0.0,facebook,usp-2_ka_tn_050424
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,44.35,124,1,0.80645161,0.0,facebook,focusing on university [ 23rd nov ]
2024-03-16,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,2238.61,10430,47,0.4506232,3.0,facebook,ka&tn generic leads ad set_240224
2024-03-16,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,576.78,889,13,1.46231721,0.0,facebook,all india generic leads ad set_240224
2024-01-02,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd4,1.21,12,0,0.0,0.0,facebook,focusing on university
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,2.81,13,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#1 ( Graphic ) - Want To Build Your Career In The US?,1.11,2,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,1.97,12,1,8.33333333,0.0,facebook,entrance exam [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#1 ( Graphic ) - Want To Build Your Career In The US?,2.27,8,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,40.66,167,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-04-15,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,970.17,6894,56,0.81230055,0.0,facebook,all india generic leads ad set_240224
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,32.9,28,1,3.57142857,0.0,facebook,related to study in us [ 31st oct ]
2024-04-19,USP Study Abroad_Generic_240224,USP_shreya&steffi_VideoAd8,3.8,7,1,14.28571429,0.0,facebook,all india counselling look-a-like_290224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,12.57,24,1,4.16666667,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#2 ( Graphic ) - State University Of New York,0.75,3,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2024-03-27,USP Study Abroad_Generic_240224,USP_S10_Rider_13L,6.33,17,0,0.0,0.0,facebook,ap&ts generic leads ad set_240224
2024-03-26,USP_MS + Coop Campaign_240224,USP_shreya_VideoAd7,71.56,40,1,2.5,0.0,facebook,ms + coop all india ad set - 240224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,2.95,17,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-03-23,USP_Marketing+MBA_New Leads Campaign_240224,USP_shreya&steffi_VideoAd8,134.76,285,4,1.40350877,0.0,facebook,marketing+mba ka&tn - 240224
2024-03-16,USP Study Abroad_Generic_240224,USP_shreya&steffi_VideoAd8,185.53,180,0,0.0,0.0,facebook,all india counselling look-a-like_290224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,28.16,70,5,7.14285714,1.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#1 ( Graphic ) - Want To Build Your Career In The US?,0.78,2,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-04-21,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,1713.2,10869,36,0.33121722,0.0,facebook,all india focusing on uni ad set_060324
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,161.88,496,1,0.2016129,0.0,facebook,related to study in us [ 23rd nov ]
2024-03-12,USP Study Abroad_Generic_240224,#15 ( Graphic ) - Dual coursework_Plain,140.86,5,0,0.0,0.0,facebook,all india counselling look-a-like_290224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,24.13,91,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2024-04-05,USP_Marketing+MBA_New Leads Campaign_240224,USP_Fairfield-MBA_2,233.77,510,10,1.96078431,1.0,facebook,marketing+mba ap&ts - 240224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#1 ( Graphic ) - Want To Build Your Career In The US?,40.9,80,2,2.5,1.0,facebook,related to study in us [ 23rd nov ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#1 ( Graphic ) - Want To Build Your Career In The US?,1.91,9,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#10 ( Graphic ) - Get Into Top US Universitie,3.66,7,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#7 ( Graphic ) - Get A Free Pass,7.19,38,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2023-12-17,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,7.28,7,0,0.0,0.0,facebook,entrance exam [ 31st oct ]
2024-04-13,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,2146.3,5879,36,0.61234904,3.0,facebook,all india generic leads ad set_240224
2024-01-11,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,#10 ( Graphic ) - Get Into Top US Universitie,0.17,2,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2024-01-11,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,#1 ( Graphic ) - Want To Build Your Career In The US?,1.08,3,2,66.66666667,1.0,facebook,entrance exam [ 23rd nov ]
2024-04-15,USP_2_Lead-gen-1_220124,#16 ( Graphic ) - Dual coursework_Hands,176.5,258,3,1.1627907,0.0,facebook,usp-2_data_job-title_india_exclude_katntsap
2024-03-30,USP Study Abroad_Generic_240224,USP_S8_Rider,49.21,17,0,0.0,0.0,facebook,all india generic leads ad set_240224
2024-03-30,USP_Webinar2_270324,USP_RG_webinar_V1,706.25,2151,17,0.79033008,1.0,facebook,all india test aud webinar_270324
2024-03-26,USP_MS + Coop Campaign_240224,USP_kavita&steffi_VideoAd6,401.45,2705,15,0.55452865,1.0,facebook,ms + coop ka&tn ad set - 240224
2024-01-23,USP_Program_Higher Intent_No Logic_India_220124,#9 ( Graphic ) - Study In The US,5.53,39,0,0.0,0.0,facebook,focusing on university_india
2024-03-21,USP Study Abroad_Generic_240224,USP_S1_We-guarantee,50.4,288,0,0.0,0.0,facebook,all india generic leads ad set_240224
2024-01-11,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd4,0.54,1,0,0.0,0.0,facebook,open targeting - advantage+ audience
2024-01-11,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd1,2.14,8,0,0.0,0.0,facebook,open targeting - advantage+ audience
2024-01-11,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,500.93,2566,36,1.40296181,9.0,facebook,related to study in us
2024-01-11,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,492.64,2100,14,0.66666667,3.0,facebook,focusing on university
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,41.13,132,0,0.0,0.0,facebook,focusing on university [ 4th nov ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,0.06,2,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2024-04-21,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,280.81,951,5,0.52576236,1.0,facebook,all india focusing on uni ad set_060324
2024-04-21,USP_2_Lead-gen-2_Top4-states_050424,USP_S4_Do-you-have,17.07,56,0,0.0,0.0,facebook,usp-2_ka_tn_050424
2024-01-11,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,#7 ( Graphic ) - Get A Free Pass,0.85,8,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2024-03-30,USP_Webinar2_270324,USP_RG_webinar_V2,32.63,323,5,1.54798762,1.0,facebook,all india test aud webinar_270324
2024-03-30,USP_Webinar2_270324,USP_Webinar_MSunder12Months,1264.61,4986,21,0.4211793,2.0,facebook,all india test aud webinar_270324
2024-04-16,USP_2_Lead-gen-2_Top4-states_050424,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,38.27,93,0,0.0,0.0,facebook,usp-2_ap_ts_050424
2024-04-16,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new-Webinar,0.73,2,0,0.0,0.0,facebook,ms + coop ka&tn ad set - 240224
2024-03-26,USP_MS + Coop Campaign_240224,USP_shreya&steffi_VideoAd8,3.61,8,0,0.0,0.0,facebook,ms + coop ka&tn ad set - 240224
2024-03-28,USP_Marketing+MBA_New Leads Campaign_240224,USP_Fairfield-MBA_2,373.78,336,3,0.89285714,1.0,facebook,marketing+mba all india - 240224
2024-03-28,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new,155.46,6,1,16.66666667,0.0,facebook,ms + coop ka&tn ad set - 240224
2024-01-13,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd4,6.68,26,0,0.0,0.0,facebook,focusing on university
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#8 ( Graphic ) - Study In The USA,9.42,2,1,50.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,#2 ( Graphic ) - State University Of New York,16.92,14,0,0.0,0.0,facebook,focusing on university [ 23rd nov ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,449.24,2348,12,0.51107325,2.0,facebook,related to study in us [ 31st oct ]
2024-01-11,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#9 ( Graphic ) - Study In The US,2.83,5,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2024-03-23,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,163.05,723,4,0.55325035,0.0,facebook,ap&ts generic leads ad set_240224
2024-03-23,USP Study Abroad_Generic_240224,#15 ( Graphic ) - Dual coursework_Plain,8.12,18,0,0.0,0.0,facebook,ka&tn generic leads ad set_240224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,0.11,2,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,1299.18,5098,55,1.07885445,6.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-04-19,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,25.94,9,2,22.22222222,1.0,facebook,all india counselling look-a-like_290224
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#7 ( Graphic ) - Get A Free Pass,0.47,5,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-03-30,USP_Webinar2_270324,USP_Webinar_SaturdayPlan_1,42.02,204,0,0.0,0.0,facebook,all india test aud webinar_270324
2024-01-11,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#6 ( Graphic ) - Master's Degree In 12 Months,1495.18,4839,121,2.50051664,10.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-01-11,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#10 ( Graphic ) - Get Into Top US Universitie,0.26,1,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-11,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,#7 ( Graphic ) - Get a free pass,0.26,1,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 7th dec ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The USA,1.11,1,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-04-21,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,32.25,26,0,0.0,1.0,facebook,all india focusing on uni ad set_060324
2024-04-21,USP Study Abroad_Generic_240224,USP_shreya_VideoAd7,99.81,85,0,0.0,0.0,facebook,all india focusing on uni ad set_060324
2024-03-23,USP Study Abroad_Generic_240224,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,2.75,10,1,10.0,0.0,facebook,ap&ts generic leads ad set_240224
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study In The USA,0.03,1,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,452.71,2065,38,1.8401937,4.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-14,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#7 ( Graphic ) - Get A Free Pass,0.46,4,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,1.94,5,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#10 ( Graphic ) - Get Into Top US Universitie,2.35,3,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The US,124.89,175,4,2.28571429,1.0,facebook,focusing on university [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,463.67,2552,10,0.39184953,0.0,facebook,entrance exam [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,129.15,383,2,0.52219321,0.0,facebook,related to study in us [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study in The USA,66.11,262,1,0.38167939,0.0,facebook,related to study in us [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study in The USA,67.94,116,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2024-01-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,450.24,2087,17,0.81456636,2.0,facebook,entrance exam [ 31st oct ]
2024-03-21,USP Study Abroad_Generic_240224,USP_S1_We-guarantee,11.1,24,0,0.0,0.0,facebook,all india counselling look-a-like_290224
2024-03-23,USP Study Abroad_Generic_240224,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,2.36,3,0,0.0,0.0,facebook,ka&tn generic leads ad set_240224
2024-03-21,USP Study Abroad_Generic_240224,USP_S4_Do-you-have,5.64,16,0,0.0,0.0,facebook,all india focusing on uni ad set_060324
2024-03-14,USP Study Abroad_Generic_240224,USP_Webinar_SaturdayPlan_1 Â– Copy,5.07,7,0,0.0,0.0,facebook,ka&tn generic leads ad set_240224
2024-04-19,USP_MS + Coop Campaign_240224,USP_shreya_VideoAd7,7.62,16,0,0.0,0.0,facebook,ms + coop ka&tn ad set - 240224
2024-01-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,38.4,110,1,0.90909091,0.0,facebook,focusing on university [ 4th nov ]
2024-01-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#9 ( Graphic ) - Study In The US,130.66,142,1,0.70422535,0.0,facebook,focusing on university [ 4th nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study In The USA,78.15,182,1,0.54945055,0.0,facebook,focusing on university [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,3.49,14,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-01-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,193.65,429,11,2.56410256,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-04-21,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,677.27,3483,42,1.20585702,1.0,facebook,all india focusing on uni ad set_060324
2024-04-21,USP Study Abroad_Generic_240224,USP_S1_We-guarantee,5.75,31,1,3.22580645,0.0,facebook,all india focusing on uni ad set_060324
2024-01-10,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,24.67,36,0,0.0,0.0,facebook,related to study in us [ 31st oct ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#2 ( Graphic ) - State University Of New York,52.43,107,3,2.80373832,0.0,facebook,open targeting - advantage+ audience [ 31st oct ]
2024-03-21,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,1091.62,52,6,11.53846154,3.0,facebook,all india counselling look-a-like_290224
2024-03-21,USP Study Abroad_Generic_240224,USP_S5_easy-for-you,59.01,2,0,0.0,0.0,facebook,all india counselling look-a-like_290224
2024-03-30,USP_2_Lead-gen-1_220124,USP_S5_easy-for-you,0.01,1,0,0.0,0.0,facebook,usp-2_data_job-title_katntsap
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,35.35,72,9,12.5,1.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,0.87,3,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#3 ( Graphic ) - Worried About GMAT Score?,0.05,3,0,0.0,0.0,facebook,open targeting - advantage+ audience [ 23rd nov ]
2024-01-01,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd3,1.84,29,0,0.0,0.0,facebook,entrance exam
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#1 ( Graphic ) - Want To Build Your Career In The US?,1.81,9,0,0.0,0.0,facebook,entrance exam [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#3 ( Graphic ) - Worried About GMAT Score?,2.4,6,0,0.0,0.0,facebook,related to study in us [ 23rd nov ]
2024-01-10,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,32.84,102,3,2.94117647,1.0,facebook,focusing on university [ 23rd nov ]
2024-04-02,USP Study Abroad_Generic_240224,USP_S10_Rider_13L,2.43,12,0,0.0,0.0,facebook,ap&ts generic leads ad set_240224
